| Id   | rarityScore | Name                     | Body           | Accessory      | Background        | Hair                | Mask            | Weapon                  | Cloth                |
| 5460 | 174.9       |                          | Human M0       |                | Laser Blue        |                     | Nova Helmet     | Modern Shotgun          | Time Traveler Suit   |
| 1217 | 174.89      |                          | Blue Human M2  |                | Ionic Blue        | Blue Highlights     |                 | Water Gun               | Camouflage Suit      |
| 1823 | 174.86      |                          | Human T2       | Sunset         | Emerald           | Braided White Band  |                 | Ion Rifle               | Governor Jacket      |
| 88   | 174.85      |                          | Blue Human M2  |                | Ionic Blue        | Green Headband Hair |                 | Laser Gun               | Assassin Unifrom     |
| 1681 | 174.84      |                          | Semi Human T2  |                | Ionic Pink        | Scarlet Locks       |                 | AK47                    | Majestic Suit        |
| 5422 | 174.82      |                          | Semi Human M2  |                | Ionic Burgundy    | Shadow Bun          |                 | Beam Gun                | Majestic Suit        |
| 2701 | 174.78      |                          | Blue Human M2  | Sunset         | Ionic Pink        | Sapphire Mane       |                 | Beam Gun                | Surfer Jacket        |
| 5411 | 174.76      |                          | Semi Human T2  |                | Ionic Yellow      | Navy Edge           |                 | Water Gun               | Tech Suit            |
| 4388 | 174.76      |                          | Human T4       | Blue Night     | Ionic Pink        | Braided White Band  |                 | Sniper                  | Airman Jacket        |
| 319  | 174.72      |                          | Human T5       |                | Orange            |                     | Nova Helmet     | Sound Trap              | Warrior Armor        |
| 2618 | 174.7       |                          | Semi Human M4  |                | Laser Red         | Wolverine Hair      |                 | Toy Gun                 | President Protection |
| 1477 | 174.67      |                          | Blue Human MT1 |                | Ionic Brown       | Blue Aviator        |                 | Pistol                  | Esoteric Jacket      |
| 2579 | 174.67      |                          | Blue Human M4  |                | Laser Red         | Icy Spikes          |                 | Ion Rifle               | Airman Jacket        |
| 4993 | 174.57      |                          | Human T4       |                | Yellow            | Brown Mess          |                 | Finisher                | Bright Suit          |
| 3771 | 174.52      |                          | Human M3       |                | Ionic Matte Green | Brown Mess          |                 | Toy Gun                 | Space Suit           |
